id,lon,lat,name,opening_hours,address,smoking,amenity
1604,22.5722034,40.9952197,Antik Cafe Bar,Mo-Su 09:00-05:00,Πλατεία Ελευθερίας,,cafe
1605,21.4263142,41.9992458,Веган365Кујна,Mo-Fr 09:00-17:00,Булевар Климент Охридски,,cafe
1606,20.7963625,41.1117759,Liquid,,,,cafe
1607,20.5655165,41.069151,London,24-Jul,Via Egnatia,,bar
1608,21.2993568,41.9510601,Tiamo,,,,bar
1609,21.5548403,41.3462335,Amsterdam,,,,cafe
1610,21.4368049,41.9994044,Boomerang Shisha,24-Jul,Казанџиска,,cafe
1611,20.7986778,41.1167343,Çaytore Istanbul,,,,cafe
1612,21.3368237,41.0248238,Аеро,,,,cafe
1613,20.7370306,42.2110815,Blu Coffee,Mo-Sa 07:30-17:00,Saraqet,,cafe
1614,21.4297354,41.9973064,Home Brews,Mo-Su 09:00-22:00,,,cafe
1615,20.7249814,42.216136,Cioccolatitaliani,,,,cafe
1616,21.4251713,41.9907645,Three Kitchen Bar,,,,bar
1617,21.4306474,41.9963385,Distrikt,,,,bar
1618,21.4370091,41.9999671,Urban,24-Jul,,,cafe
1619,21.4364615,42.0003942,Coffe Tearoom Lachi,Mo-Sa 08:00-18:00,,,cafe
1620,21.4373153,41.999797,Bomonti,Mo-Su 10:00-22:00,,,cafe
1621,21.4225095,41.9967222,Toto,Mo-Sa 08:00-01:00,,,cafe
1622,21.4234973,41.9981835,Shakespeare Cafe,Mo-Su 08:00-00:00,Булевар Партизански Одреди,,cafe
1623,21.4223059,41.9974479,Juicy&co,,,,cafe
1624,21.4192379,42.0005998,Зафир,,,,cafe
1625,21.4209912,42.0003785,Nano,,,,bar
1626,21.4222629,42.0023667,Majahh,,,,cafe
1627,21.4385935,42.0030613,Kairo,Mo-Su 09:00-21:00,,,cafe
1628,21.4304151,41.9940274,Stay you,Mo-Su 08:00-22:00,,,cafe
1629,21.4300488,41.9924937,JJ&S,Mo-Su 09:00-21:00,,,cafe
1630,21.434633,41.9976507,Mulliri,Mo-Su 11:00-23:00,,,cafe
1631,21.430389,41.9939851,MIG,Mo-Su 09:00-21:00,,,cafe
1632,21.438158,42.0009497,Gallery 7,Mo-Su 09:00-21:00,,,cafe
1633,21.4402065,42.0027827,Sultan Kejf,,,,cafe
1634,20.8043172,41.113395,Fabrique,,,,cafe
1635,20.7998314,41.1163114,Una caffe,,,,cafe
1636,20.6717341,42.1794001,Poslishti Cafe,,,,cafe
1637,20.7373867,42.2143337,Lori 2,Mo-Su 06:00-01:00,Sylejman Rrotlla,,cafe
1638,20.7428439,42.21052,City Lounge,,,,cafe
1639,20.7425983,42.2095565,Quattro,,,,cafe
1640,20.7410605,42.2091373,Konak,,,,cafe
1641,20.7403727,42.2086116,Zeen,,,,bar
1642,20.7394571,42.2083242,Te Kinezi,,,,bar
1643,20.7394913,42.2083496,princecaffe,,,,bar
1644,20.7407042,42.2100628,Yes. Please,,,,cafe
1645,21.4296298,41.9944041,Кафе и сине Котур,,,,bar
1646,21.4245713,41.9957303,Mezo Club,,,,nightclub
1647,21.4250967,41.9907915,12-12 “Дванаес Дванаес”,,,,bar
1648,21.4255832,41.9910739,Станица 26,,,,nightclub
1649,20.8986224,41.7950145,Ирфан Кафе,Mo-Su 05:00-00:00,JNA,,cafe
1650,21.413452,42.0019011,Рузвелт,,,,cafe
1651,22.7223932,41.1874158,Реформ,,Кај 5 ти Ноември,,cafe
1652,21.543324,41.9941669,Дени Интернационал,,,,cafe
1653,21.4108493,42.0052205,Marvel Coffee Bar,Mo-Su 08:00-24:00,Никола Тесла,,bar
1654,22.2005392,41.7497668,Timeout,,,,cafe
1655,21.296336,42.1512742,Olta,,Xhemsedin Suma,,cafe
1656,20.6190661,42.1632901,Caffe Aidi,,Komandant Petriti,,bar
1657,20.6189024,42.1626857,Caffe Te Doda,Mo-Su,Kalabria,,bar
1658,20.6148228,42.1678666,Caffe Te Hulusi,,Marsi 89,,bar
1659,20.6194416,42.1630853,Shisha Bar - Caffe,,Komandant Petriti,,bar
1660,20.6254095,42.1648548,Caffe Tenda Zhur,,Hashim Vezaj,,bar
1661,21.220989,42.2717605,Kafiteria Te Dardha,Mo-Su 07:00-00:00,Beteja e 25 Majit,,cafe
1662,20.724632,42.2152568,Big Scoop Prizren,Mo-Su 08:00-22:00,,,bar
1663,20.7239477,42.2163094,Cafe du Passage,,Abi Qarshia,,cafe
1664,20.7235257,42.21623,Ponte lounge,,Abi Qarshia,,cafe
1665,21.4983581,41.2884762,Фреш,,,,cafe
1666,20.9544522,41.5079104,Cafe City,,,,cafe
1667,20.963392,41.5118763,Institute Club,08:00-01:00,Александар Македонски,,bar
1668,20.959545,41.5093546,Harely Bar,,,,cafe
1669,20.96099,41.5095992,Checkin,,,,cafe
1670,20.65599,40.9035839,Llakmani,,,,cafe
1671,20.974125,42.0079719,Playcademy,Mo-Su 08:00-23:00,ул. Маршал Тито,,cafe
1672,20.7389519,42.2088493,Destill,,,,bar
1673,21.4318702,41.9874556,by the way,,,,bar
1674,21.2563732,42.2301787,Pure Organic,,Korza-2,,bar
1675,21.9403876,41.8644909,Plaza Café,,,,cafe
1676,21.9405999,41.8644634,Fenix Caffe,,,,cafe
1677,21.9382664,41.8651235,Plan B,,,,cafe
1678,20.8149299,42.1746132,Adrijano,,,,cafe
1679,20.7416351,42.2219057,"Coffe ""Doku te Uki""",Mo-Su 06:30-21:30,Bekim Muhaxheri,,cafe
1680,20.7425304,42.2184664,Taverna Jonë,Mo-Su 07:00-23:00,Xhevë Lladrovci,,cafe
1681,21.7183287,42.1361939,LIFE coffee,,,,cafe
1682,21.7185297,42.1298965,Park Cafe,,Народна Револуција,,cafe
1683,21.5555893,41.3330606,Хиве Кафе,Mo-Sa 08:00-00:00,Цар Самоил,,cafe
1684,20.8063955,42.133223,Caffe Nedo,24-Jul,Dom,,bar
1685,21.4297974,41.9932519,Cafe Barcelona,Mo-Sa 08:00-18:00,,,cafe
1686,22.4105172,41.9174546,Меџик,,,,cafe
1687,22.41051,41.9176467,Либеро,,,,cafe
1688,22.4097224,41.9182427,Сити Ин,,,,cafe
1689,21.430208,41.9929511,Joy Café & Bakery (Centar),,,,cafe
1690,20.7366752,42.2110461,Moni Cafe,Mo-Su 07:00-20:00,Sahat Kulla,,cafe
1691,20.7442724,42.2170783,Avenue Coffee,24-Jul,,,cafe
1692,21.2703581,41.9843164,Burektore Bleta - ES,,,,cafe
1693,21.2931325,42.1490465,Bambi,,,,cafe
1694,21.2885706,42.1584158,Alba Caffe,Mo-Su 10:00-22:00,Imer Vila,,cafe
1695,21.2962134,42.151727,BasFad,,Xhemsedin Suma,,cafe
1696,20.7293746,42.2107845,PortaL,,Ibrahim Lutfiu,,bar
1697,20.7293371,42.2107513,PortaL,,Ibrahim Lutfiu,,bar
1698,20.664611,42.1966531,BAR Lugano,,,,bar
1699,20.7293132,42.2108146,PortaL,,Ibrahim Lutfiu,,bar
1700,20.7390324,42.2087568,Daily coffee and more,,Bujtinat,,cafe
1701,20.7392383,42.2084892,Panini,,Pushkatarët P.N,,bar
1702,20.7332794,42.2169381,Blackberry Sweets,,Jusuf Gervalla,,cafe
1703,20.742612,42.2101461,Dante,,,,cafe
1704,20.7334196,42.2063857,"Kafe ""Daja""",,Avdi Shala,,cafe
1705,20.7407478,42.2091499,"Cafe ""Hemingway""",,Shadervan,,cafe
1706,20.7415362,42.2081585,"Kafe ""No Name""",,,,cafe
1707,20.7414497,42.2100897,Best Coffee,,Adem Jashari,,cafe
1708,20.7417087,42.2087912,Konaku,,,,cafe
1709,20.7448042,42.2120387,Mullini i Pintollit,,Marash,,cafe
1710,20.7427874,42.2164068,"Kafe ""Missini""",,Bazhdarhane,,cafe
1711,20.7449801,42.2133601,"Qajtore ""Kipari""",,Hafiz Ismail Hakki,,cafe
1712,20.7444328,42.2128501,Cajtore Nuridini,,Hafiz Ismail Hakki,,cafe
1713,20.7442437,42.2125159,"Qajtore ""Ringo""",,Hafiz Ismail Hakki,,cafe
1714,20.7425186,42.2095174,Lucky,,Vatrat Shqiptare,,cafe
1715,20.7426468,42.2102094,Dante,,Shadërvan,,cafe
1716,20.742507,42.2095104,XL,,Vatrat Shqiptare,,cafe
1717,20.7246132,42.2166231,Çarshia Shisha Bar,,,,bar
1718,20.7250999,42.2165749,Matisse,,,,cafe
1719,20.7334446,42.210149,Caffee,,remzi ademaj,,cafe
1720,21.296326,42.1501601,Mani,,Deshmoret e kombit,,cafe
1721,21.296504,42.1502382,Embeltore dredhëza,,,,cafe
1722,20.8393878,41.7320073,Конак,,,,cafe
1723,20.6359646,42.3201203,ANA Coffee & Kitchen,,,,cafe
1724,22.0377408,40.9546307,ΚΛΗΜΑΤΑΡΙΑ ΚΑΦΕ - ΜΕΖΕΔΟΠΩΛΕΙΟ,,,,cafe
1725,21.3332703,41.0311459,Coffee shop,Mo-Sa 09:00-22:00,,,cafe
1726,21.3331027,41.0312177,Радост,,,,bar
1727,20.798529,41.1181619,Gostilnica Boem,,,,bar
1728,21.2484653,41.3678897,Malaga Lounge Bar,,,,bar
1729,20.6389841,42.3168241,Art Caffe +,,,,cafe
1730,20.6386362,42.3168794,Taverna e Krushës,,,,cafe
1731,20.7299637,42.2093089,Pavin,,,,cafe
1732,20.7383515,42.2152094,Seams,,,,cafe
1733,20.7431404,42.2164114,Le mont,,,,cafe
1734,20.745223,42.2152262,Gold,,,,cafe
1735,20.7343793,42.2122901,My time,,,,cafe
1736,20.7349159,42.2123286,Pavin,,,,cafe
1737,20.7335978,42.2150985,A2 coffee,,,,cafe
1738,20.7376773,42.2068064,Donn,,,,cafe
1739,21.405925,41.998628,Plato Coffee 2.0,,Њуделхиска,,cafe
1740,21.4118885,41.5311071,Caffe Sadiku,,,,cafe
1741,20.802083,41.111651,Octava,,,,bar
1742,21.4245361,41.9949215,Lafe,,,,cafe
1743,21.4355656,42.0010222,Coffee corner,,,,cafe
1744,21.5744969,41.9947157,Millenium,,,,nightclub
1745,21.7309762,42.1273038,Кеј,,,,cafe
1746,21.4235227,41.9990758,Coffee Factory,,Ленинова,,cafe
1747,21.4187146,41.9990037,цреша бар,,Рајко Жинзифов,,bar
1748,21.4241291,42.0002817,Деус,,Антоние Грубишиќ,,bar
1749,21.4243073,42.0000219,Juice Bar,,Аминта Трети,outside,cafe
1750,21.422865,41.9989439,Правда,,Аминта Трети,,bar
1751,21.4241274,41.9998326,C'est la vie,,,,bar
1752,21.4236264,41.9998462,Бастион,9:00-20:00,Пиринска,,bar
1753,21.4229569,42.0064521,Маракана,,,,bar
1754,21.4246878,41.9955911,Мамас,,,,nightclub
1755,21.4246142,41.9978684,Љубов,,,,cafe
1756,21.4242077,41.9999119,Manhattan Cafe,,Аминта Трети,,cafe
1757,20.8001887,41.1126203,The Duck Jazz & Blues,,,,nightclub
1758,23.0005356,41.2597218,SAROGLIDIS,,,,cafe
1759,23.00048,41.2595262,ΣΠΟΡΤ ΚΑΦΕ,,,,cafe
1760,23.0001475,41.2597944,Τραπεζάκια Έξω,,,,cafe
1761,22.9994626,41.2598045,KOYROS CLOSE,,,,cafe
1762,22.9993797,41.2598141,SANTANA,,,,cafe
1763,22.9993002,41.2598227,ELLI CLOSE,,,,cafe
1764,22.9992066,41.2597823,Dreams CLOSE,,,,cafe
1765,22.9984612,41.2598811,POSTO,,,,cafe
1766,22.9992204,41.2595497,NEW STATION,,,,cafe
1767,23.0000721,41.2601294,Σούλης,,,,cafe
1768,23.0001405,41.2599842,Τσοτουλίδης Κ.,,,,cafe
1769,22.9971498,41.2600981,ΑΠΟΘΗΚΗ,,,,bar
1770,20.7948173,41.1120842,Џез ин,10:00 - 05:00,Коста Абраш,outside,nightclub
1771,22.0904261,41.4829016,Акрополис,,,,nightclub
1772,20.6673882,40.9017447,Bar Konti,,,,cafe
1773,21.3355177,41.0288985,Папаз,,,outside,cafe
1774,21.3354856,41.0289523,Инстинкт,,,outside,cafe
1775,21.3355965,41.0287374,Данте,,,outside,cafe
1776,21.5512905,41.3455698,Арт Кафе - Апореа,,,,bar
1777,21.4220971,41.9969286,Кашмир Арт Кафе,,Никола Тримпаре,,cafe
1778,20.7423744,42.2094573,Barcode,,,,bar
1779,22.7963628,41.2536772,Extra Large Snack Bar,,,,bar
1780,22.8010614,41.256985,Takas,,,,cafe
1781,21.4242939,41.9971391,Излет,,Мирослав Крлежа,,cafe
1782,21.0324342,42.1816877,Che FOX,,,,bar
1783,22.1968599,41.7379739,Only Fools and Horses - Bar & Grill,,,,bar
1784,22.6747302,42.2779761,Borks,,,,cafe
1785,21.357358,42.3188581,Rio,,,yes,cafe
1786,21.4220856,42.0013395,џубокс,,Орце Николов,,bar
1787,21.4224135,42.0013472,Синдикат,Mo-Su 09:00-01:00,Орце Николов,,cafe
1788,21.4222714,42.001375,Џубокс,22:00-04:00,Орце Николов,,nightclub
1789,21.4188029,41.9986791,цреша бар,,Рајко Жинзифов,,cafe
1790,21.4229271,41.9998129,Krug,09:00-17:00,Наум Наумовски Борче,isolated,bar
1791,21.4212543,41.994706,Скандал,,,,cafe
1792,21.4209868,41.994676,Лајт кафе,,,,cafe
1793,21.4209424,41.9928073,My Space cafe,Mo-Su 08:00-01:00,Народен Фронт,isolated,cafe
1794,21.4642198,41.986059,Trend,,Булевар Јане Сандански,,cafe
1795,21.4066353,42.0063746,La Cafetaria,,,,cafe
1796,21.4296748,42.0066093,Сектор 909,,,,nightclub
1797,20.6504724,41.1558674,reception,,,,bar
1798,20.5323876,42.2776412,Caffee LgjSh,,,yes,cafe
1799,21.4074755,42.0022389,Драмски Кафе Бар,,Шекспирова,outside,cafe
1800,20.7392381,42.2087117,Caffe Bar PORTA,Mo-Sa 08:00-24:00,,yes,bar
1801,20.6681925,41.1717994,Аквариус,,,,bar
1802,20.6691703,41.1719493,Версус,,,,bar
1803,20.6758879,41.1741415,Женска Плажа,,,,bar
1804,20.6767024,41.174093,Пливалиште,,,,cafe
1805,20.6776637,41.1737943,Галеб,,,,cafe
1806,20.6751462,41.1749403,Албум / Наргиле,,,,cafe
1807,20.6760386,41.1755324,Грифон,,15ти Корпус,,cafe
1808,20.6761826,41.1748861,Синема,,,,cafe
1809,20.676206,41.1749451,Стрит Кафе,,,,cafe
1810,20.676199,41.1750349,Револушн,,,,cafe
1811,20.676198,41.1747792,Адмирал,,,,cafe
1812,20.6719463,41.1762579,Оаза,,,,nightclub
1813,20.6657302,40.9017794,Vila Guci,,,,cafe
1814,22.1911984,41.7373573,Local Kitchen & Bar,,,outside,bar
1815,22.1890652,41.7414251,Терминал 7,,,,nightclub
1816,21.359066,42.3178011,River Bar,24-Jul,,,bar
1817,21.7666011,41.7157639,@spejs_fraerot;protivizam1;spejssko,,,,nightclub
1818,20.9047921,41.7901302,Hard Rock Cafe,,"ул. ""Живко Брајковски""",,bar
1819,20.7267347,42.2136583,Green Coffee & More,Mo-Su 06:00-23:00,Tirana,,cafe
1820,20.6717236,42.1794069,Poslishti Cafe,,,,cafe
1821,20.6630798,42.1962906,Te Balia,,,,cafe
1822,20.6646256,42.1966494,BAR Lugano,,,,bar
1823,20.7404383,42.2085065,Gossip,Mo-Su 08:00-22:00,,,bar
1824,21.3365247,41.0263216,Deus,,,,bar
1825,21.415848,41.5254022,Caffe Bushi,,,,cafe
